6	0
11	0
12	0
19	0
20	0
21	0
22	0
28	0
29	0
36	0
37	0
39	0
40	0
41	0
47	0
48	0
49	0
50	0
57	0
58	0
59	0
60	0
67	0
68	0
69	0
70	0
74	0
87	0
88	0
89	0
90	0
100	0
101	0
102	0
103	0
109	0
110	0
111	0
112	0
115	0
119	0
120	0
121	0
123	0
124	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
151	0
152	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
185	0
186	0
187	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
204	0
205	0
206	0
207	0
208	0
211	0
212	0
213	0
214	0
215	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
237	0
238	0
239	0
240	0
242	0
246	0
249	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
279	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
319	0
322	0
324	0
325	0
326	0
328	0
333	0
335	0
337	0
341	0
342	0
343	0
344	0
345	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
1038	0
1039	0
1041	0
1042	0
1208	0
1221	0
1222	0
1230	0
1231	0
1233	0
1281	0
1286	0
1289	0
1290	0
1291	0
1293	0
1858	0
1859	0
1860	0
1861	0
1862	0
1863	0
1864	0
1865	0
1866	0
1867	0
1868	0
1869	0
1870	0
1871	0
1872	0
1873	0
1874	0
1875	0
1876	0
1877	0
1878	0
1879	0
1880	0
1881	0
1882	0
1883	0
1884	0
1885	0
1886	0
1887	0
1888	0
1889	0
1890	0
1891	0
1892	0
1893	0
1894	0
1895	0
1896	0
1897	0
1898	0
1899	0
1900	0
1901	0
1907	0
1909	0
1910	0
1913	0
1926	0
1927	0
1928	0
1929	0
1930	0
1933	0
1934	0
1935	0
1936	0
1937	0
1938	0
1939	0
1940	0
1944	0
1945	0
1946	0
1947	0
1948	0
1949	0
1950	0
1951	0
1965	0
1984	0
1991	0
1992	0
1993	0
1994	0
1995	0
1996	1
1997	0
1998	2
1999	0
2000	2
2001	1
2002	0
2003	2
2004	2
2005	1
2006	2
2007	2
2008	0
2009	1
2010	2
2011	2
2012	1
2013	2
2014	2
2015	0
2016	0
2017	0
2036	0
2041	0
2042	0
2097	0
2250	0
2251	0
2258	0
2876	0
2877	0
2878	0
2879	0
2880	0
2881	0
2882	0
2883	0
3439	0
3442	1
3444	1
3446	3
3447	3
3448	2
3449	0
3452	1
3454	1
3456	3
3457	3
3458	2
3459	0
3462	1
3464	1
3466	3
3467	3
3468	2
3469	0
3472	1
3474	1
3476	3
3477	3
3478	2
3634	0
3635	0
3636	0
3637	1
3638	0
3639	0
3640	0
3641	1
3642	0
3643	0
3644	0
3645	1
3646	0
3647	0
3648	0
3649	1
3650	0
3651	0
3652	0
3653	1
4349	0
4350	0
4351	0
4352	0
4353	0
4354	0
4355	0
4356	0
4357	0
4358	0
4499	3
4500	3
4501	3
4503	3
4504	3
4505	3
4506	3
4507	3
4508	3
4509	3
4510	3
4511	3
4512	3
4513	3
4514	3
4515	3
4516	3
4517	3
4518	3
4519	3
4520	3
4521	3
4522	3
4523	3
4524	3
4525	3
4526	3
4527	3
4528	3
4529	3
4530	3
4531	3
4541	3
4542	3
4543	3
4544	3
4545	3
4546	3
4547	3
4548	3
4549	3
4550	3
4551	3
4552	3
4553	3
4554	3
4555	3
4556	3
4558	3
4559	3
4560	3
4561	3
4562	3
4563	3
4564	3
4565	3
4567	3
4568	3
4569	3
4570	3
4571	3
4572	3
4573	3
4574	3
4575	3
4576	3
4577	3
4578	3
4579	3
4580	3
4581	3
4582	3
4583	3
4584	3
4585	3
4586	3
4587	3
4589	3
4590	3
4591	3
4592	3
4593	3
4594	3
4595	3
4596	3
4597	3
4598	3
4599	3
4600	3
4601	3
4602	3
4603	3
4604	3
4605	3
4606	3
4607	3
4608	3
4609	3
4610	3
4611	3
4612	3
4613	3
4614	3
4615	3
4616	3
4617	3
4618	3
4619	3
4620	3
4621	3
4622	3
4623	3
4624	3
4625	3
4626	3
4627	3
4628	3
4629	3
4630	3
4631	3
4632	3
4633	3
4634	3
4635	3
4636	3
4637	3
4638	3
4639	3
4656	3
4657	3
4658	3
4659	3
4660	3
4661	3
4662	3
4663	3
4664	3
4665	3
4666	3
4667	3
4668	3
4669	3
4670	3
4671	3
4672	3
4673	3
4674	3
4675	3
4676	3
4677	3
4678	3
4679	3
4680	3
4681	3
4682	3
4683	3
4684	3
4685	3
4686	3
4687	3
4688	0
4689	0
4690	0
4691	0
4692	0
4693	0
4694	0
4695	0
4696	0
4697	0
4698	0
4699	0
4700	0
4701	0
4702	0
4703	0
4704	0
4705	0
4706	0
4707	0
4708	0
4709	0
4710	0
4711	0
4712	0
4713	0
4714	0
4715	0
4716	0
4717	0
4718	0
4719	0
4728	0
4729	0
4730	0
4731	0
4732	0
4733	0
4734	0
4735	0
4736	0
4737	0
4738	0
4739	0
4740	0
4741	0
4742	0
4743	0
4744	0
4745	0
4746	0
4747	0
4748	0
4749	0
4750	0
4751	0
4752	0
4753	0
4754	0
4755	0
4756	0
4757	0
4758	0
4759	0
4760	0
4761	0
4762	0
4763	0
4764	0
4765	0
4766	0
4767	0
4768	0
